,NDB1,NDB2,NDB3,NDB4,DCB1,DCB2,DCB3,DCB4,DCB5
AKAP11,1881,6014,4688,4459,5647,3933,2869,7260,6092
ZSCAN5A,50,149,133,63,202,220,106,160,51
ZSCAN5B,0,13,5,0,0,0,0,0,0
LOC101929439,0,0,0,0,0,3,0,0,0
SKIDA1,33,36,23,26,57,58,29,38,49
MIR4294,0,0,0,0,0,0,0,0,0
TVP23C-CDRT4,121,737,49,180,499,535,339,26,358
MIR374A,0,5,1,1,2,4,0,32,4
LNP1,0,11,34,0,0,23,0,28,22
MIR374C,0,0,0,0,0,0,0,0,0
MIR4291,0,0,0,0,0,0,0,0,0
GOLGA8EP,0,29,1,0,150,23,9,0,97
TP73,887,640,360,102,1639,1985,1143,1650,688
AKR7L,134,167,37,1609,28,33,100,618,15
MIR4298,0,0,0,0,0,0,0,0,0
TBP,446,1324,729,1174,941,1087,955,1332,820
MIR4299,0,0,0,0,0,0,0,0,0
GLS2,224,625,372,205,733,352,147,1416,417
ALG1L2,232,191,221,31,282,476,105,132,298
EGFR,20405,32100,7718,4562,20208,16686,17517,9520,10320
UCN2,158,110,37,430,43,390,36,66,0
WDR86,39,65,102,134,0,22,203,0,11
WDR87,0,21,9,0,0,0,0,18,0
WDR81,1298,1160,949,1575,1393,1355,2280,3162,916
WDR82,734,1958,1741,2458,2216,2465,1490,3948,1137
WDR83,454,147,111,108,242,188,307,454,234
WDR88,6,56,7,36,17,26,13,108,75
WDR89,215,145,122,40,108,238,196,740,115
SNAR-C5,0,0,0,0,0,0,0,0,0
SNAR-C4,0,0,0,0,0,0,0,0,0
CAMLG,424,963,983,704,887,779,1221,1760,587
SNAR-C1,0,0,0,0,0,0,0,0,0
SNAR-C3,0,0,0,0,0,0,0,0,0
SNAR-C2,0,0,0,0,0,0,0,0,0
UHMK1,5755,7071,6619,7721,10287,5674,8342,19512,9317
IMPDH2,6850,16386,7040,8255,6379,5019,5868,11340,2832
PSMD6-AS2,0,0,0,0,0,0,0,0,0
LOC101926962,0,0,0,0,0,0,0,0,0
LOC101926963,0,0,0,0,0,0,0,0,0
LOC101926960,0,0,0,0,0,0,0,0,0
JAG1,11089,90091,19686,8954,14106,22826,30070,30724,14387
ATP6V0CP3,0,0,0,0,0,0,0,0,0
LOC101926964,0,0,0,0,0,0,0,0,0
MIR6501,1,1,1,1,1,1,1,2,1
QRICH2,1054,932,1689,1117,1328,1105,1782,3150,1368
QRICH1,862,2969,2012,3361,2508,3257,1966,4880,1893
MIR6502,0,0,0,0,0,0,0,0,0
E4F1,569,722,440,690,968,1049,936,1156,816
PTPN21,1361,2319,2180,1985,1911,1768,1728,1670,1286
MIR6504,0,0,0,0,0,0,0,0,0
CHRNG,60,109,142,228,146,132,237,446,354
CHRND,0,65,42,0,29,19,108,22,76
CHRNE,48,147,28,49,213,50,51,102,14
C9orf96,6,7,22,40,33,6,54,14,67
C9orf92,0,0,0,0,0,0,0,0,0
C9orf91,417,423,273,237,520,367,236,1174,582
TNRC6C,297,472,960,1066,1062,659,752,1594,508
TNRC6B,2506,4027,4125,7248,8533,5791,6878,11600,7087
USP29,0,0,0,0,0,0,0,0,0
USP28,839,2100,1084,1304,3787,2647,2348,7448,951
USP26,0,29,0,0,0,0,0,0,0
USP25,2473,4325,4415,4210,8284,5602,8565,9970,11177
USP24,6214,14949,9354,10581,19695,10152,9277,32874,7650
USP22,3726,6281,3147,4989,6500,5814,4053,6620,2116
USP21,1730,1746,1182,1063,1817,1340,2178,2938,1574
USP20,432,986,574,822,1191,959,1450,1402,1656
ADAMTS5,30,101,122,199,88,61,179,10,0
ADAMTS4,141,467,94,292,218,112,103,174,54
ADAMTS7,76,450,199,154,182,69,129,18,514
ADAMTS6,483,215,450,347,81,245,298,1216,249
ADAMTS1,1795,548,574,1974,2264,255,1604,2652,1856
ADAMTS3,210,153,38,124,0,0,73,0,0
ARHGEF9,45,856,392,482,156,1102,198,294,11
CCSER2,878,4008,2815,2696,3915,1955,2458,4628,1827
ARHGEF7,3541,4723,3044,4957,5239,4216,6494,3676,4079
ARHGEF4,1946,2014,1048,460,1210,3385,3739,1678,231
ARHGEF5,27171,31284,10005,32432,84686,23998,24146,57594,31892
ARHGEF2,5904,7047,2859,3933,4429,1996,5108,4322,3855
ARHGEF3,319,925,762,1112,2295,3032,871,3190,1314
ARHGEF1,5267,4667,2698,5730,4576,3394,6666,5448,7131
CDH9,0,0,0,0,4,0,0,0,0
CDH8,189,10,0,0,10,0,346,152,0
MIR124-1,0,0,0,0,0,0,0,0,0
RPL23AP53,231,321,171,163,166,287,286,72,158
CDH1,6139,13499,14787,23397,39872,57604,39510,24266,21252
CDH3,20109,22910,7945,5377,27324,27777,26373,18118,12249
CDH2,456,257,316,682,7,33,515,0,27
CDH5,104,1016,356,1030,416,435,1404,496,333
CDH4,0,12,0,0,0,0,0,0,0
CDH7,0,0,0,0,25,0,0,0,0
CDH6,0,486,343,238,210,266,503,202,259
TERF2IP,307,554,693,845,1349,1202,1018,936,871
LOC100130301,0,0,0,0,0,0,3,0,0
NETO1,0,47,9,0,0,0,0,0,0
NETO2,2090,1783,2068,535,3721,3881,1083,5870,1989
RFESD,0,104,0,44,79,96,43,0,76
ESRRG,0,17,0,0,0,0,0,0,21
LCE1F,0,0,0,0,0,0,0,0,0
LCE1D,0,0,0,0,0,0,0,0,0
LCE1E,0,8,0,0,0,0,0,0,0
LCE1B,0,5,17,0,3,0,0,0,0
LCE1C,0,0,0,0,64,13,0,0,0
LCE1A,0,0,0,0,0,0,0,0,0
ESRRB,0,63,0,0,7,0,17,0,0
DSCR10,0,0,0,0,0,0,0,0,0
ECSIT,1029,1104,559,717,1879,733,1051,2058,524
JTB,1690,3145,1878,2496,2490,1043,2014,4142,1645
SUPT6H,6675,15300,8296,12104,19075,12451,14001,18024,15283
RNF144A-AS1,0,0,0,0,0,0,0,0,0
CILP2,110,25,57,11,0,14,0,0,0
DOPEY2,1002,3321,3164,4406,3161,4408,4590,8704,3569
DOPEY1,1329,3115,2493,2714,2824,6531,2166,5802,2727
ZNF501,29,50,75,213,80,103,74,394,49
ZNF500,65,260,111,173,177,296,271,258,266
ZNF503,279,444,304,244,314,558,801,300,556
ZNF502,136,57,79,54,14,155,228,34,52
ZNF507,415,1189,1310,1339,2192,819,982,3124,1992
ZNF506,506,1084,1730,989,1343,1809,682,3088,518
MYO3A,1444,949,4393,2220,11543,4097,111,10270,140
TREM1,198,663,174,165,330,0,49,0,502
TREM2,195,505,377,0,645,194,236,772,173
RPL41,19807,34338,16381,16329,26269,11960,16989,24372,9955
RACGAP1,3269,6948,3199,1767,5448,3805,4134,10718,3839
FAM167B,9,5,0,22,6,0,22,6,18
FAM167A,107,72,0,632,22,57,145,0,0
ZNF847P,0,0,0,0,0,0,0,0,0
NUAK1,715,397,786,1393,532,213,589,106,424
NUAK2,695,819,366,112,1593,1691,1913,926,633
ABRACL,92,165,69,70,231,263,115,228,141
FGD5,170,612,788,1095,623,412,1225,726,261
PUS1,2512,1996,1232,1318,1774,1065,2117,1512,1766
FGD6,2003,2899,3406,2884,10555,6028,3583,5716,3720
FGD1,1023,1823,718,789,752,1175,760,206,999
MIR4330,0,0,0,0,0,0,0,0,0
FGD3,168,538,351,411,600,653,575,1024,664
FGD2,169,327,393,570,426,491,266,1064,357
VTN,0,43,21,0,34,13,68,0,0
MERTK,982,2247,2396,2700,2852,2030,2979,5196,3110
NPAP1,0,3,3,0,3,67,60,0,0
KEAP1,1764,1673,919,455,3323,1708,1083,1946,1152
ZBTB8OS,152,1013,526,476,697,494,561,1348,340
SMN2,16593,19102,19409,19921,30295,16004,17797,11984,12546
POLA2,1844,2145,1465,1468,3939,3114,1984,3900,2968
POLA1,2927,4385,5888,4129,11003,10745,6221,28496,6358
SMN1,5065,8675,7771,10481,11987,11506,10521,13138,4526
FBRSL1,2101,1025,631,1128,1064,1443,1520,1588,1088
SLC5A1,4,6222,266,2570,29,1282,1745,0,4
MEGF8,1747,1173,1044,1157,1053,1382,1869,1950,2528
MEGF9,513,693,1114,776,686,1141,684,1342,522
SLC5A4,0,80,55,115,43,91,93,14,0
SLC5A5,0,7,285,0,149,0,77,0,0
SLC5A6,1844,1630,1020,1107,1319,714,1172,2380,1347
SLC5A7,0,0,0,0,0,0,6,0,0
SLC5A8,0,0,42,0,0,0,0,0,0
SLC5A9,0,33,10,318,0,31,27,38,0
MEGF6,1138,1521,891,1907,5905,2645,2871,2504,2056
UCN,0,14,3,14,17,0,15,16,0
LOC340113,0,0,0,0,0,0,0,0,0
ZBTB3,209,330,244,196,293,196,271,478,349
ZBTB2,1062,776,550,1159,848,819,792,1284,651
ZBTB1,574,3471,3213,3550,4315,2050,1926,10184,2814
CARD18,0,70,0,0,0,0,0,0,0
TOM1L1,1465,2851,2595,4248,3156,2621,1616,3092,1603
ZBTB5,564,1676,849,1049,1609,1061,1109,2414,638
ZBTB4,821,509,446,491,836,406,535,520,496
NBR2,148,275,147,461,574,768,405,414,540
CARD11,1640,610,350,662,1081,185,157,1106,1856
NBR1,1976,5719,3383,5336,6279,5070,6314,6402,5110
CARD17,0,54,0,0,154,0,68,50,385
CARD16,289,1063,1210,1035,2518,1656,662,3948,2207
CARD14,355,609,234,851,518,906,825,120,602
MIR3646,0,0,0,0,0,0,0,0,0
LINC00499,0,0,0,0,0,0,0,0,0
LINC00494,0,0,0,0,0,0,0,0,0
LINC00492,0,0,0,0,0,0,0,0,0
LINC00493,487,840,963,1558,1362,881,1050,2684,1058
LINC00491,0,0,0,0,0,23,0,0,0
CUL4A,2846,3864,2292,3278,4240,2509,3919,2996,2920
CUL4B,3815,9521,3972,4541,5144,9446,5254,12784,7260
IMMT,3028,7457,3270,3575,6825,3075,2581,9890,2975
GLCCI1,170,894,470,1455,850,355,326,1032,633
SLC6A3,0,0,0,74,0,0,15,0,0
SLC6A2,1532,19,18,0,99,1094,626,62,6
SLC6A1,23,29,19,45,0,18,17,22,9
SLC6A7,0,0,0,64,3,22,0,0,0
SLC6A6,907,1612,1723,2284,925,1781,590,4262,682
SLC6A5,0,0,0,0,0,0,0,0,0
SLC6A4,0,10,0,0,5,0,0,0,0
OR5D18,0,0,0,0,9,0,0,0,0
SLC6A9,1427,465,916,707,3896,4457,3337,5398,635
SLC6A8,14204,34146,8035,3816,48523,26685,19476,56530,24511
KIAA1919,545,940,489,1473,489,814,781,1488,784
HSFY1P1,0,0,0,0,0,0,0,0,0
LRPPRC,14836,33445,17846,16335,34279,10429,20068,49056,19079
EQTN,0,5,0,0,11,0,0,0,0
C12orf57,1141,1333,1147,1419,1169,616,872,1786,166
C12orf54,30,17,57,0,145,44,69,110,189
C12orf50,0,0,0,0,0,0,0,0,0
FMNL2,5199,6846,3280,10900,4443,1760,3644,9664,3629
FMNL3,1067,4250,3216,2950,3218,2090,1878,4854,2623
FMNL1,949,2182,1256,2267,2539,1040,819,4224,1732
NEXN,288,1285,1252,996,2347,522,1211,2858,1226
GRM8,81,138,80,50,342,150,35,84,27
MAPRE1,2849,3712,1943,3157,4934,4154,3681,3258,3132
MAPRE3,112,516,182,153,250,229,227,0,232
MAPRE2,470,436,343,1199,584,492,391,906,203
NR1H4,0,0,0,27,0,0,0,0,0
MIR125B2,0,0,0,0,5,5,0,0,1
SCARNA9,2820,1326,3264,3060,3716,3264,2532,6348,5843
SCARNA8,222,185,364,203,360,188,108,956,73
SCARNA7,16184,26190,69805,30917,59999,23962,19476,63200,46866
SCARNA6,4118,808,1319,1135,1329,609,1298,1684,1284
SCARNA5,16052,9693,13882,9424,14834,6619,11560,26686,10842
SCARNA4,940,578,1023,779,1013,466,340,2076,379
SCARNA3,191,370,450,279,591,195,91,846,178
SCARNA2,40363,15778,18333,29746,17458,24167,26665,73012,41167
SCARNA1,1089,2251,3682,931,6109,1594,466,10158,1011
MIR1193,0,0,0,0,0,0,0,0,0
EIF1B-AS1,0,0,0,0,0,0,0,0,0
RNF219,726,1034,758,981,1659,1210,1159,1198,1342
NR1H2,665,725,624,619,964,758,1063,846,1302
RNF215,206,201,147,210,109,160,231,168,220
RNF214,716,1806,1020,1526,2297,1512,1934,2526,1200
RNF217,902,759,435,905,599,1860,1107,1082,451
HIST3H3,0,25,39,8,50,134,50,80,70
LOC101448202,0,9,0,6,0,0,19,0,0
RNF213,118392,109848,130848,258812,446704,198229,272564,521056,308770
RNF212,1901,1737,491,458,1844,790,140,3198,391
MED29,222,259,207,220,357,215,311,344,321
MED28,777,965,426,757,1118,388,639,1402,395
MED21,400,639,671,743,1304,1030,479,1302,713
MED20,298,609,315,264,281,634,890,868,681
ENAH,2417,8147,6256,2719,7774,7798,5006,4046,7244
FAM47B,0,7,0,0,0,0,0,0,0
MED25,3236,3476,1553,3438,4804,4111,5288,4360,6581
LOC100862671,350,180,103,263,154,416,457,60,157
MED27,564,968,578,686,1426,1143,980,1466,1472
ENAM,0,19,30,49,27,0,0,0,75
9.Sep,33900,25885,20401,37533,38986,30393,29077,33088,35279
8.Sep,821,2223,946,1164,1527,1582,1928,1886,765
5.Sep,0,1210,558,380,0,806,1612,0,0
4.Sep,37,350,398,109,138,87,235,254,145
7.Sep,2507,11395,5301,4921,8682,5068,5841,8044,4608
6.Sep,199,1016,630,1328,1492,476,466,3184,594
1.Sep,136,315,284,397,547,229,171,860,380
3.Sep,93,835,721,179,1056,39,23,122,144
2.Sep,5015,5145,3412,6399,7277,3977,6514,8900,7274
MIR1199,0,1,0,1,1,0,0,0,0
LOC100128554,0,0,0,0,0,0,0,0,0
PRORY,0,0,0,0,0,0,0,0,0
TRIAP1,49,357,134,194,195,84,151,394,57
YARS,4574,6401,3155,3090,7248,4909,4143,9588,3685
MIR6764,97,20,27,52,55,17,21,68,88
MIR6765,12,7,1,0,12,7,13,4,6
LINC00920,0,0,0,0,0,0,0,0,0
MIR6767,0,1,0,0,0,2,1,0,0
MIR6760,0,0,0,0,0,0,0,0,0
PARP9,2437,7575,7441,12206,40767,11292,11933,24838,14941
MIR6762,0,0,2,7,1,1,3,0,0
MIR6763,0,1,0,0,2,0,0,0,0
PARP4,4550,21391,8279,13071,14784,10176,5871,10550,10335
PARP6,4720,6115,3478,5563,5770,3448,4106,8078,3896
MIR6768,0,0,0,0,0,0,0,0,1
PARP1,17905,25648,15333,10402,32001,20969,16538,41388,20404
PARP2,1224,3229,1782,1818,4274,2481,2541,5928,2351
PARP3,169,616,183,529,684,457,340,952,491
TIPARP-AS1,0,0,0,0,0,6,0,0,0
ALDH4A1,325,313,218,248,388,827,526,900,330
NVL,2349,4139,3119,2378,5765,3016,4905,8752,3990
FGF22,13,0,13,0,0,13,18,6,0
FGF23,0,0,0,0,0,0,0,0,0
FGF20,0,0,0,0,6,0,0,0,0
FGF21,0,0,0,0,0,0,0,0,0
GTSE1-AS1,0,0,0,0,0,0,0,0,0
ALDH1L1-AS1,0,0,0,0,0,8,0,0,1
MIR2682,0,0,0,0,0,0,0,0,0
MIR2681,0,0,0,0,0,0,0,0,0
ANKMY2,223,510,332,441,535,313,428,934,572
ALDH1L1-AS2,0,0,0,0,0,0,0,0,0
YWHAEP7,0,0,0,0,0,0,0,0,0
YWHAEP1,2,0,0,0,0,0,3,0,0
ALDH7A1,8029,2630,4110,4884,360,11713,4622,362,177
LOC101929239,0,0,0,0,0,0,0,0,0
C5orf15,339,838,382,381,844,521,547,794,149
LOC101929231,0,0,0,0,0,0,0,0,0
LOC101929234,0,0,0,0,0,0,0,0,0
HMGXB3,2727,3955,2189,2936,3685,3366,2873,4886,1690
HMGXB4,1193,1977,1607,1680,3708,2023,2456,3682,2582
BAHD1,502,512,462,359,425,366,632,640,251
MYLPF,0,0,0,0,0,0,0,0,0
YES1,3700,7545,4197,4986,8824,6550,4573,9302,4616
ECT2,4137,10616,7893,10288,11794,8715,6196,14876,6617
STAM2,1139,2671,1962,4949,3374,2576,2646,4486,1517
ZCCHC9,398,566,536,1320,973,1180,1125,1168,654
ZCCHC8,2062,5250,2455,2968,8949,3662,3954,7588,3438
HK3,101,410,311,249,345,78,130,834,112
ZCCHC3,145,104,60,36,110,92,170,220,100
ZCCHC2,2109,1376,2452,3198,7463,2182,3929,6152,4668
ZCCHC7,1116,2865,1814,2049,3258,1754,2389,5152,449
ZCCHC6,1606,9913,4843,5316,8734,6652,6768,10234,8329
ZCCHC5,0,0,0,0,0,0,0,0,0
ZCCHC4,717,750,591,655,955,466,479,1402,328
RENBP,405,110,308,245,438,169,145,444,759
LOC654342,0,36,3,3,12,5,13,0,12
CHADL,38,100,78,202,158,183,115,190,136
LOC101060376,1235,85,2066,1618,2459,4003,3077,2550,1556
SLC7A5P1,603,396,207,91,675,235,105,400,231
SLC7A5P2,4891,1946,1031,1303,1907,1942,1301,2396,1744
C6orf132,1998,6674,5914,7442,7048,17027,22045,9498,5847
ARID3C,0,10,0,0,0,0,0,0,0
ARID3B,609,1089,413,348,1026,606,395,764,772
C6orf136,517,1103,575,335,1230,784,1179,2494,529
C19orf40,0,212,29,0,94,90,126,26,77
L3HYPDH,523,712,183,258,205,124,234,436,180
C19orf43,808,1411,560,488,1136,541,677,1292,639
C19orf44,303,339,306,422,487,271,480,736,153
C19orf45,0,7,0,0,11,0,25,32,5
C19orf47,347,555,370,178,526,401,544,578,431
C19orf48,369,36,211,160,320,198,12,246,367
CEMP1,177,161,287,333,252,485,368,642,360
NECAB3,309,289,188,339,226,191,316,440,240
NECAB2,0,0,0,0,10,0,0,0,0
NECAB1,0,0,0,0,0,0,0,0,0
LOC101927502,0,0,0,0,0,0,0,0,0
LOC101927501,0,0,0,0,0,0,0,0,0
HTR6,0,4,0,0,0,20,0,0,27
HTR7,118,149,0,0,78,49,295,0,107
HTR4,0,10,0,0,0,0,0,0,0
RAE1,828,1243,942,785,1870,1457,1397,1812,1229
MIR1289-2,0,3,2,0,3,16,0,0,0
TNRC6C-AS1,34,19,34,77,79,62,89,114,77
KDELR2,9366,7896,4075,9251,5255,3783,5226,6132,3913
KDELR3,735,541,496,3353,343,508,1029,412,328
KDELR1,2986,4123,1776,4314,3131,1892,3209,2588,2985
MIR6769B,0,0,0,0,0,4,0,0,0
CLEC12B,0,0,0,0,0,0,0,0,6
CLEC12A,52,63,51,0,46,9,12,318,0
LRRD1,0,17,31,27,0,0,0,0,41
ST14,3405,14094,4736,8000,19101,25157,17751,11986,7083
ST13,4451,8263,8411,7706,12574,6747,8704,12814,5983
ST18,0,9,44,0,0,0,0,0,0
NKAPL,0,9,0,0,3,3,0,0,0
PCTP,49,177,134,98,119,69,17,26,235
SLC5A2,0,27,26,371,24,26,20,26,0
RNU6-19P,0,0,0,0,0,0,0,0,0
PVT1,0,3,6,3,4,0,0,0,0
PLEC,87979,78960,44916,66320,125328,131033,84532,78542,70246
NELL1,0,6,0,0,2,0,84,0,0
NELL2,177,1081,376,165,1048,175,178,2316,197
PLEK,350,1019,525,760,1915,349,601,2164,556
LOC100130899,2,5,0,0,6,31,2,6,0
GOT1L1,0,0,0,0,0,0,0,0,0
SPOCK1,130,132,390,561,0,21,394,184,0
SPOCK2,45,480,200,145,664,163,124,582,156
SPOCK3,0,0,0,0,0,0,0,0,6
FNBP1,327,2441,1600,1479,2661,1194,1860,3604,1030
BTN3A2,1410,2387,2628,4889,16344,9049,7174,8056,6757
BTN3A3,3716,1762,3247,7685,21522,7064,6660,6660,7850
FNBP4,3557,10977,5213,8263,17606,7305,7032,15994,8071
APOOL,841,1818,1023,1543,1530,1685,950,2578,1166
LINC00924,0,0,0,0,0,0,0,0,0
ZNF747,159,178,152,272,268,234,331,348,262
ZNF746,701,1633,432,511,1113,1047,1515,930,1597
ZNF740,316,831,545,748,810,921,849,1942,841
ZNF749,346,652,732,575,733,561,528,938,841
AGTRAP,1245,931,524,589,402,1216,1091,832,818
OR11H2,0,69,0,0,0,0,0,0,1
OR11H1,0,36,10,29,1,0,0,0,1
OR11H6,0,0,0,0,0,0,0,0,0
OR11H4,0,2,0,0,0,0,0,0,0
TNFRSF13B,0,0,46,0,92,6,0,50,47
TNFRSF13C,66,39,11,57,173,97,20,138,96
YTHDC1,3887,6966,6798,6140,23390,17665,10645,21012,16438
YTHDC2,2764,4954,3885,4691,6522,5586,6574,11490,3850
TRPS1,587,5304,7256,4927,7070,12767,4671,4786,8356
CSF2,0,51,0,30,11,5,10,0,0
GS1-24F4.2,0,0,0,0,0,0,0,0,0
LOC100129935,0,0,0,0,0,0,0,0,0
LOC100129931,14,0,0,0,0,0,0,0,0
SLX1B-SULT1A4,1751,4783,2732,3523,4750,5330,5172,14010,3993
YAE1D1,203,348,408,607,422,408,500,602,442
GCLM,600,1609,781,632,1044,731,1633,8286,784
GRHL1,206,6747,2828,949,7935,16224,8725,2494,13449
GRHL2,5892,7139,7721,6878,19970,12843,11299,20728,14761
GRHL3,91,1154,1749,357,4362,7924,7213,2582,3103
GCLC,6601,3450,5525,2963,5406,3174,6642,26482,3753
NR3C2,0,165,862,1898,2525,71,356,120,1991
NR3C1,6630,9129,8499,8881,13293,10526,8211,21590,6036
VCPKMT,149,228,106,97,249,179,155,466,157
MIR4689,0,0,0,0,0,0,0,0,0
MIR4688,22,5,1,2,6,8,9,0,7
SNORD36C,25,38,24,8,37,32,25,34,66
SNORD36B,10,27,5,5,29,4,25,4,16
MIR4685,7,1,2,0,5,2,5,0,0
MIR4684,0,0,0,0,0,0,0,0,0
MIR4687,1,1,0,0,0,1,1,2,0
MIR4686,0,0,0,0,0,0,0,0,0
MIR4681,0,0,0,0,0,0,0,0,0
MIR4680,1,1,1,1,1,1,1,2,1
MIR4683,1,1,1,1,1,0,2,4,1
MIR4682,0,0,0,0,0,0,0,0,0
SSX4B,0,0,0,0,0,0,0,0,0
RAP2C-AS1,0,0,0,0,0,0,0,0,0
NOTO,0,0,0,0,0,0,0,0,0
INTS6-AS1,0,0,0,0,0,0,0,0,0
MYO7A,453,856,668,2222,4688,829,562,11952,2257
MYO7B,10,26,28,567,19,32,70,0,0
OR6C76,0,0,0,0,0,0,0,0,0
RTCA-AS1,0,0,0,0,0,0,0,0,0
SEC23IP,2513,3364,2369,5232,2633,1895,3786,4998,2404
NAA60,1112,1193,921,1082,1526,1524,1107,1052,1213
NAPSA,90,81,106,12,103,126,114,18,11
NAPSB,240,227,140,129,319,142,245,324,222
LOC101929570,0,0,0,0,0,0,0,0,0
LOC101929572,0,0,0,0,0,0,0,0,0
SNORD42A,5,14,12,28,20,4,1,14,12
WIPI2,1485,3160,1489,1445,2017,1862,2210,3108,1503
WIPI1,438,1714,2131,2148,2122,1624,1027,1520,1214
LOC284395,0,0,0,0,0,0,0,0,0
VCX2,0,4,0,0,9,42,0,0,0
CHN1,121,800,476,639,201,197,426,576,90
CSRP1,1166,2793,1404,2273,1018,860,1942,1486,751
CSRP3,0,27,13,0,7,20,0,0,0
CSRP2,621,595,296,398,1263,1833,685,2876,578
NYAP1,9,11,0,27,0,6,23,0,0
NYAP2,80,0,0,38,11,226,162,0,0
ATP6V1D,1358,3678,1898,1337,3353,2810,2793,2812,1415
EGFLAM,27,704,304,597,256,307,755,108,58
ATP6V1F,476,699,275,289,571,685,909,628,718
ATP6V1A,1232,4335,3471,1993,6205,5727,4095,5032,3482
RASL10A,0,0,0,0,6,0,6,0,27
RASL10B,33,15,0,4,0,0,23,0,0
DTL,3319,2043,3394,1294,6504,3474,4516,5932,5608
ATP6V1H,710,1705,1148,1197,2249,1507,1816,1980,1149
RPL19P12,150,111,94,49,112,126,119,312,196
RAP1GDS1,1254,1517,946,1203,1687,1446,1030,2758,1154
PDE6B,60,30,75,44,116,35,37,202,39
PDE6C,0,133,330,37,46,18,38,472,19
PDE6A,0,23,31,0,24,78,19,370,10
PDE6G,8,17,39,0,94,50,121,30,105
PDE6D,153,186,90,210,280,121,130,350,192
IL11RA,264,744,568,598,833,1367,1167,972,255
PDE6H,0,0,0,0,0,0,0,0,0
ISPD-AS1,0,0,0,0,0,0,0,0,0
FAM226A,0,0,0,0,0,0,0,0,0
FAM226B,0,0,0,0,0,0,0,0,0
RBM12,473,731,500,1024,2687,637,597,1594,1517
RBM11,0,5,12,0,46,0,0,0,184
RBM10,6122,7244,4788,7126,10123,12023,9257,15912,7505
RBM17,4995,6527,3710,4205,8213,2716,4758,9412,4818
RBM15,3102,3371,3014,596,5063,4973,3727,13010,5143
ICA1L,22,127,155,80,347,68,79,664,228
RBM19,2682,5090,2179,3379,4881,3472,3610,7220,2314
RBM18,266,1010,569,658,1085,494,832,878,865
MVP,2782,4531,2482,6388,5617,4526,6886,5490,4900
MIR1248,3776,10973,10990,4444,17540,6497,3687,15122,2799
MIR1249,3,16,10,7,5,16,9,20,7
MIR1243,0,0,0,0,0,0,0,0,0
MIR1246,0,0,0,0,0,0,0,0,0
MIR1247,5,0,2,26,0,3,29,0,0
TTTY19,0,0,0,0,0,0,0,0,0
MVD,464,628,434,1036,959,1980,886,358,464
MVK,1104,3525,1304,1269,2184,4258,3784,2312,2675
ALK,149,401,860,208,280,459,444,1112,593
SUCLA2,1550,4218,2235,2438,3739,2952,1924,2698,2511
ALB,0,27,0,0,0,0,14,0,0
RELL1,1106,2005,1055,996,3583,903,1497,2874,828
RELL2,63,141,28,14,93,67,112,20,104
MIR3689B,0,0,0,0,0,0,0,0,0
MIR3689C,1,0,0,0,0,0,0,0,0
MIR3689A,0,0,0,0,0,0,0,0,0
CLLU1OS,0,0,0,0,0,0,0,0,0
MIR3689E,0,0,0,0,0,0,0,0,0
RFT1,1440,1570,1981,2407,1690,2552,1352,3396,1579
LOC645354,0,0,0,0,0,0,0,0,0
LOC645355,0,0,0,0,0,0,0,0,0
ZNF18,244,612,249,456,702,572,626,876,270
ZNF19,0,121,84,218,114,96,116,44,14
ZNF14,212,577,776,873,702,721,804,1444,692
ZNF16,42,382,495,184,477,473,642,100,532
ZNF17,321,609,858,857,925,712,840,2022,928
ZNF10,178,131,216,224,326,363,245,704,383
ZNF12,1069,2199,1243,1190,1999,1250,1365,2616,1331
PLEKHG4B,0,114,358,840,0,498,241,0,0
MYBPHL,12,284,0,13,0,0,51,0,0
SELPLG,297,1625,886,816,2653,702,451,2048,644
EIF2S2,2109,7979,3172,3300,8473,2821,3527,6746,3022
KIAA1731,2790,6242,3666,4249,6728,3706,4675,10618,7445
RRN3,1580,3156,2378,2938,4424,2610,2471,4852,2267
LOC642366,0,0,0,0,0,0,0,0,0
LOC642361,0,7,7,0,2,3,3,0,3
LILRA6,31,156,48,137,52,1,183,36,107
LILRA4,0,40,0,0,24,0,0,0,85
LILRA5,92,146,71,113,140,0,55,82,17
LILRA2,0,78,128,42,126,15,0,0,0
LILRA3,0,0,0,0,0,0,0,0,0
LILRA1,0,36,22,0,38,15,54,60,18
UPRT,9,309,140,405,154,453,155,242,26
NFE2L3,1605,2116,1649,1907,2735,1578,913,4492,1466
NFE2L2,2678,10245,7302,2303,19820,5925,7444,35046,10424
NFE2L1,7793,10050,6716,5969,9043,11609,10570,9716,7446
SNORA38B,3,0,3,0,6,0,3,0,0
ASNSD1,958,921,1063,1688,921,1012,1162,2154,2357
SCAND1,11,98,46,64,11,95,72,90,84
KIRREL2,0,0,0,47,0,0,0,0,0
KIRREL3,62,57,14,48,0,28,55,0,0
STK17B,387,924,1498,1423,2913,804,1293,3318,1658
BLOC1S1-RDH5,141,141,102,614,117,318,320,298,162
STK17A,1995,1829,981,661,2183,874,986,2262,1077
ZC3H11A,28868,45840,34539,42043,73346,45358,62402,86054,58030
IAH1,1048,1076,645,847,736,466,789,700,810
EFR3B,0,47,41,22,41,20,116,0,46
MIR5192,0,2,0,0,0,0,0,0,0
RNU6-35P,0,0,0,0,0,0,0,0,0
CYB5R4,1037,1197,738,1200,931,1271,1046,1106,736
